chr_num	piece_num	rg_num	lo	hi	p_num	q_bh
1	1	0.697169716971697	-0.48034803480348	1.0	0.260018004341334	0.8641546262409595
1	2	-0.303730373037304	-1.0	1.0	0.731183369560134	0.9396663448855126
1	10	0.267326732673267	-0.437743774377438	0.805380538053805	0.46714292662212	0.8907899279023804
1	12	-1.0	-1.0	1.0	0.624495141364094	0.9287963589674771
1	13	-0.457545754575458	-1.0	1.0	0.74170169496445	0.9396663448855126
1	15	-0.113311331133113	-0.934593459345935	0.836583658365836	0.819451489415051	0.9505637277214591
1	22	-0.256725672567257	-1.0	1.0	0.740719092053442	0.9396663448855126
1	23	-0.523552355235524	-1.0	1.0	0.5920888719569	0.9211872356630265
1	26	0.299329932993299	-1.0	1.0	0.756723064502614	0.9396663448855126
1	27	-0.366736673667367	-1.0	0.949394939493949	0.616140224884008	0.9282112478772069
1	31	-1.0	-1.0	-0.0501050105010501	0.0430788260386158	0.8566532263679028
1	34	-0.809380938093809	-1.0	0.542354235423542	0.323098724547341	0.8641546262409595
1	35	-0.442544254425443	-1.0	0.524552455245525	0.398067615598079	0.8641546262409595
1	39	-1.0	-1.0	0.28992899289929	0.0995623508538333	0.8641546262409595
1	40	-1.0	-1.0	0.652365236523653	0.184296672229613	0.8641546262409595
1	46	0.815181518151815	-0.067906790679068	1.0	0.0689436673035675	0.8641546262409595
1	52	-1.0	-1.0	0.370937093709371	0.138453190381347	0.8641546262409595
1	57	-1.0	-1.0	0.586758675867587	0.138172376199044	0.8641546262409595
1	59	-0.166116611661166	-0.953595359535954	0.71057105710571	0.743161946312352	0.9396663448855126
1	61	-1.0	-1.0	0.714571457145715	0.183491041779374	0.8641546262409595
1	73	1.0	-0.821782178217822	1.0	0.211997598612899	0.8641546262409595
1	74	0.0049004900490049	-1.0	1.0	0.995072481956237	0.9978182971306732
1	76	-0.760976097609761	-1.0	0.203520352035203	0.118096094055364	0.8641546262409595
1	77	-0.487548754875488	-1.0	0.728572857285729	0.419088536893153	0.8683808689979131
1	80	-0.482348234823482	-1.0	1.0	0.68727453297411	0.932788653856541
1	83	1.0	-0.783778377837784	1.0	0.175209348697058	0.8641546262409595
1	86	1.0	-1.0	1.0	0.406915340251356	0.8675056771360729
1	87	-1.0	-1.0	-0.158715871587159	0.0287072498956685	0.7400091084216769
1	90	0.0399039903990399	-0.656765676567657	0.72057205720572	0.929002724762783	0.9776943129270209
1	92	-0.42014201420142	-1.0	1.0	0.853817391951045	0.9600273098512557
1	97	-0.254525452545255	-1.0	1.0	0.825083868002797	0.9531379124546177
1	99	0.547954795479548	-0.593559355935594	1.0	0.40906022736686	0.8675056771360729
1	108	0.0149014901490149	-1.0	1.0	0.988306586086194	0.9955498252933948
1	109	1.0	-1.0	1.0	0.662176949802883	0.932788653856541
1	113	0.0317031703170316	-0.68996899689969	0.775977597759776	0.940178778747287	0.9776943129270209
1	116	-1.0	-1.0	1.0	0.42420904520013	0.8683808689979131
1	119	-0.272927292729273	-1.0	0.737373737373737	0.606367355741822	0.9282112478772069
1	121	0.149314931493149	-1.0	1.0	0.841664454574063	0.9542568112607321
1	126	-0.967596759675968	-1.0	1.0	0.508098816597695	0.9103256878778949
1	128	-0.501950195019502	-1.0	1.0	0.526791472043682	0.9113618505388282
1	129	-0.0051005100510051	-0.777577757775778	0.755575557555755	0.990782023960091	0.9955498252933948
1	133	-1.0	-1.0	1.0	0.465589269967455	0.8907899279023804
1	137	0.346734673467347	-1.0	1.0	0.740255663605681	0.9396663448855126
1	138	-0.0497049704970497	-1.0	1.0	0.971917944223376	0.9880207263937035
1	139	-0.484148414841484	-1.0	0.536153615361536	0.368004752883929	0.8641546262409595
1	154	-0.695369536953695	-1.0	0.691369136913691	0.344464323696391	0.8641546262409595
1	156	-0.258525852585259	-1.0	0.836383638363837	0.644613773836908	0.9288844442867246
1	158	-0.927792779277928	-1.0	1.0	0.420170670165015	0.8683808689979131
1	161	-1.0	-1.0	0.985998599859986	0.259391159998004	0.8641546262409595
1	173	-0.511551155115512	-1.0	1.0	0.592948105714132	0.9211872356630265
1	176	-0.494349434943494	-1.0	0.436343634363437	0.299851326894729	0.8641546262409595
1	181	-1.0	-1.0	1.0	0.330010040724698	0.8641546262409595
1	184	-0.541954195419542	-1.0	1.0	0.548650309447944	0.9113618505388282
1	197	0.9001900190019	-1.0	1.0	0.768315735445976	0.9396663448855126
1	198	-1.0	-1.0	0.307930793079308	0.108813752189513	0.8641546262409595
1	199	1.0	-0.46954695469547	1.0	0.147128859838799	0.8641546262409595
2	2	0.274927492749275	-0.792979297929793	1.0	0.632263199746774	0.9287963589674771
2	6	-1.0	-1.0	1.0	0.330002756799977	0.8641546262409595
2	9	-1.0	-1.0	-0.276527652765276	0.0174273956298499	0.6432735254627345
2	11	0.573357335733573	-0.551355135513551	1.0	0.325079932121674	0.8641546262409595
2	16	-0.488748874887489	-1.0	0.627562756275628	0.398554073309408	0.8641546262409595
2	18	0.0697069706970697	-1.0	1.0	0.956733617406533	0.9864986632814028
2	19	0.591559155915591	-1.0	1.0	0.429917836156825	0.8704644069511711
2	21	0.187118711871187	-1.0	1.0	0.86851303218049	0.961025549121814
2	22	0.392339233923392	-1.0	1.0	0.650155548023933	0.932788653856541
2	27	-0.75957595759576	-1.0	0.286528652865286	0.141964950120205	0.8641546262409595
2	31	-0.0891089108910892	-1.0	1.0	0.958628078037957	0.9869898554947014
2	34	-1.0	-1.0	1.0	0.592125656262475	0.9211872356630265
2	39	0.702570257025703	-1.0	1.0	0.556562644119202	0.9172029493062674
2	40	1.0	-1.0	1.0	0.626298634359927	0.9287963589674771
2	42	-0.533553355335534	-1.0	0.737773777377738	0.401491598922897	0.8675056771360729
2	47	-0.504150415041504	-1.0	1.0	0.581256895644378	0.9211872356630265
2	51	-0.687968796879688	-1.0	0.276127612761276	0.157536673437865	0.8641546262409595
2	61	-1.0	-1.0	-0.55015501550155	0.0032116700440429	0.40580837196570857
2	67	-1.0	-1.0	0.677367736773677	0.227133000971989	0.8641546262409595
2	69	1.0	-1.0	1.0	0.470384651075579	0.8907899279023804
2	70	1.0	-0.914191419141914	1.0	0.226538151930717	0.8641546262409595
2	71	-1.0	-1.0	0.507550755075508	0.147152810303291	0.8641546262409595
2	72	-1.0	-1.0	-0.147114711471147	0.0253270330758982	0.6779851931086595
2	75	1.0	-0.41994199419942	1.0	0.144576317890358	0.8641546262409595
2	77	0.722772277227723	-0.561556155615562	1.0	0.303701952717212	0.8641546262409595
